war_id,war_name,war_type,side1_code,side1_name,side2_code,side2_name,start_year1,start_month1,start_day1,end_year1,end_month1,end_day1,start_year2,start_month2,start_day2,end_year2,end_month2,end_day2,previous_war,initiation,intervention,combat_location,state_fatalities,nonstate_fatalities,outcome,next_war
379,Second British-Afghan,3,200,United Kingdom,-8,Afghanistan,1878,11,21,1879,5,26,1879,9,3,1880,9,2,-8,1,0,7,10000,11000,1,-8
380,Second British-Zulu,3,200,United Kingdom,-8,Zulu,1879,1,11,1879,7,4,-8,-8,-8,-8,-8,-8,-8,1,0,4,2500,8000,1,-8
381,Gun War,2,200,United Kingdom,-8,Basuto,1880,9,-9,1881,4,-9,-8,-8,-8,-8,-8,-8,-8,1,0,4,-9,1400,1,-8
382,First Boer War,2,200,United Kingdom,-8,Transvaal,1880,12,16,1881,4,5,-8,-8,-8,-8,-8,-8,-8,0,0,4,900,100,2,-8
383,Franco-Tunisian,3,220,France,-8,Tunisia,1881,6,-9,1882,4,4,-8,-8,-8,-8,-8,-8,-8,0,0,6,3500,-9,1,-8
384,First British-Mahdi,2,651,Egypt,-8,-8,1881,8,-9,1882,9,15,-8,-8,-8,-8,-8,-8,-8,0,1,6,5000,-8,2,-8
384,First British-Mahdi,2,200,United Kingdom,-8,Mahdist Empire,1881,8,-9,1885,3,22,-8,-8,-8,-8,-8,-8,-8,0,1,6,25000,17000,2,-8
385,Third Franco-Vietnamese,3,220,France,-8,"Vietnam, Black Flag",1882,4,25,1884,6,14,-8,-8,-8,-8,-8,-8,-8,1,1,7,4500,2000,4,67
385,Third Franco-Vietnamese,3,-8,-8,710,China,1883,12,14,1884,6,14,-8,-8,-8,-8,-8,-8,-8,0,1,7,1000,-8,4,67
386,First Franco-Madagascan,3,220,France,-8,Madagasar,1883,5,7,1885,12,12,-8,-8,-8,-8,-8,-8,-8,1,0,4,300,700,1,-8
387,Third British-Burmese,3,200,United Kingdom,-8,Burma,1885,11,10,1889,-9,-9,-8,-8,-8,-8,-8,-8,-8,1,0,7,3000,3000,1,-8
389,French-Mandinka,3,220,France,-8,Mandinka,1885,-9,-9,1886,-9,-9,-8,-8,-8,-8,-8,-8,-8,1,0,4,1000,-9,1,-8
390,Russo-Afghan,3,365,Russia,-8,Afghanistan,1885,3,30,1885,4,-9,-8,-8,-8,-8,-8,-8,-8,1,0,7,1000,-9,3,-8
391,Serbian-Bulgarian,3,345,Serbia,-8,Bulgaria,1885,11,2,1885,12,7,-8,-8,-8,-8,-8,-8,-8,1,0,2,2000,3000,2,-8
392,First Italian-Ethiopian,3,325,Italy,-8,Ethiopia,1887,1,24,1887,3,-9,-8,-8,-8,-8,-8,-8,-8,1,0,4,1000,400,3,-8
393,Zambezi Conquest,3,235,Portugal,-8,Prazero da Cruz,1888,-9,-9,1888,-9,-9,-8,-8,-8,-8,-8,-8,-8,1,0,4,-9,6000,1,-8
394,First Franco-Dahomeyan,3,220,France,-8,Dahomey,1890,3,1,1890,4,20,-8,-8,-8,-8,-8,-8,-8,1,0,4,200,800,1,-8
395,Franco-Jolof,3,220,France,-8,Jolof/Tukulor,1890,4,-9,1891,2,24,-8,-8,-8,-8,-8,-8,-8,1,0,4,100,3000,1,-8
396,Second Franco-Dahomeyan,3,220,France,-8,Dahomey,1892,9,19,1893,11,9,-8,-8,-8,-8,-8,-8,-8,1,0,4,80,1800,1,-8
397,Belgian-Tib,3,211,Belgium,-8,Tippu Tib Empire,1892,10,-9,1894,2,-9,-8,-8,-8,-8,-8,-8,-8,1,0,4,7000,13000,1,-8
398,Third British-Ashanti,3,200,United Kingdom,-8,Ashanti,1893,9,28,1894,-9,-9,-8,-8,-8,-8,-8,-8,-8,0,0,4,200,800,1,-8
399,Melilla War,3,230,Spain,-8,Rif tribes,1893,9,29,1894,3,5,-8,-8,-8,-8,-8,-8,-8,0,0,6,1000,1500,1,-8
400,Mahdist-Italian,3,325,Italy,-8,Mahdist Empire,1893,12,21,1894,7,12,-8,-8,-8,-8,-8,-8,-8,0,0,4,270,5000,1,-8
401,Second Franco-Madagascan,3,220,France,-8,Madagasar,1894,6,16,1895,10,1,-8,-8,-8,-8,-8,-8,-8,0,0,4,6000,2000,1,-8
402,Second Dutch-Bali,3,210,Netherlands,-8,Bali,1894,7,-9,1894,11,22,-8,-8,-8,-8,-8,-8,-8,1,0,7,1000,2000,1,-8
403,Portuguese-Gaza Empire,3,235,Portugal,-8,Gaza Empire,1895,2,1,1895,12,28,-8,-8,-8,-8,-8,-8,-8,1,0,4,50,2000,1,-8
404,Second Spanish-Cuban,2,230,Spain,-8,Cuba,1895,2,24,1898,4,21,-8,-8,-8,-8,-8,-8,-8,0,0,1,59000,20000,4,79
405,Japan-Taiwanese,2,740,Japan,-8,Taiwanese,1895,5,29,1895,10,21,-8,-8,-8,-8,-8,-8,-8,0,0,7,4800,7760,1,-8
406,Mazrui Rebellion,3,200,United Kingdom,-8,Mazrui clan of Kenya,1895,7,3,1896,4,21,-8,-8,-8,-8,-8,-8,-8,0,0,4,200,800,1,-8
407,Second Italian-Ethiopian,3,325,Italy,-8,Ethiopia,1895,12,7,1896,10,21,-8,-8,-8,-8,-8,-8,-8,1,0,4,9000,7000,2,-8
409,Second British-Mahdi,3,200,United Kingdom,-8,Mahdist Empire,1896,6,7,1899,11,24,-8,-8,-8,-8,-8,-8,-8,1,0,6,1200,18000,1,-8
410,Spanish-Philippine,2,230,Spain,-8,Philippines,1896,8,30,1898,5,1,-8,-8,-8,-8,-8,-8,-8,0,0,7,4000,4000,4,79
411,British-South Nigerian,3,200,United Kingdom,-8,Nigeria,1897,1,6,1897,2,25,-8,-8,-8,-8,-8,-8,-8,1,0,4,20,1000,1,-8
412,British-Pathan,2,200,United Kingdom,-8,Pathans,1897,7,26,1898,3,7,-8,-8,-8,-8,-8,-8,-8,0,0,7,1100,-9,1,-8
413,Hut Tax,2,200,United Kingdom,-8,Sierra Leone rebels,1898,2,-9,1898,5,-9,-8,-8,-8,-8,-8,-8,-8,0,0,4,400,1600,1,-8
414,American-Philippine,2,2,United States of America,-8,Philippines,1899,2,4,1902,7,4,-8,-8,-8,-8,-8,-8,-8,0,0,7,4500,16000,1,-8
415,French Conquest of Chad,3,220,France,-8,Rabih az-Zubayr,1899,7,17,1900,4,22,-8,-8,-8,-8,-8,-8,-8,1,0,4,125,900,1,-8
416,Second Boer War,3,200,United Kingdom,-8,Boer Republics,1899,10,11,1902,5,31,-8,-8,-8,-8,-8,-8,-8,0,0,4,22000,8800,1,-8
417,Last Ashanti War,3,200,United Kingdom,-8,Ashanti,1900,4,2,1900,9,30,-8,-8,-8,-8,-8,-8,-8,0,0,4,1000,1000,1,-8
419,Somali Rebellion,2,200,United Kingdom,-8,Mohammad Abdullah Hassan�s Dervishes,1901,3,22,1904,4,21,-8,-8,-8,-8,-8,-8,-8,0,1,4,400,4000,1,-8
419,Somali Rebellion,2,530,Ethiopia,-8,-8,1901,3,22,1904,4,21,-8,-8,-8,-8,-8,-8,-8,0,1,4,-9,-8,1,-8
420,Bailundu Revolt,3,235,Portugal,-8,Bailundu of Angola,1902,-9,-9,1903,-9,-9,-8,-8,-8,-8,-8,-8,-8,0,0,4,-9,-9,1,-8
421,Kuanhama Rebellion,3,235,Portugal,-8,Kuanhama of Angola,1902,-9,-9,1904,-9,-9,-8,-8,-8,-8,-8,-8,-8,0,0,4,2000,2000,6,-8
422,British Conquest of Kano & Sokoto,3,200,United Kingdom,-8,Kano & Sokoto,1903,1,29,1903,7,27,-8,-8,-8,-8,-8,-8,-8,1,0,4,-9,1100,1,-8
423,South West African Revolt,2,255,Germany,-8,Herero & Nama,1904,1,12,1906,5,4,-8,-8,-8,-8,-8,-8,-8,0,0,4,1800,11000,1,-8
424,Second Dutch-Achinese,2,210,Netherlands,-8,Aceh,1904,-9,-9,1907,12,-9,-8,-8,-8,-8,-8,-8,-8,0,0,7,13000,11200,1,-8
425,Younghusband Expedition,3,200,United Kingdom,-8,Tibet,1904,3,31,1904,9,7,-8,-8,-8,-8,-8,-8,-8,1,0,7,300,2500,1,-8
426,Maji-Maji Revolt,2,255,Germany,-8,Maji-Maji in Tanganyika,1905,7,31,1906,6,-9,-8,-8,-8,-8,-8,-8,-8,0,0,4,3440,5400,1,-8
427,Sokoto Uprising,2,200,United Kingdom,-8,Mahdist rebels,1906,1,-9,1906,3,10,-8,-8,-8,-8,-8,-8,-8,0,0,4,80,2000,1,-8
429,Third British-Zulu,2,200,United Kingdom,-8,Zulu,1906,3,5,1906,6,10,-8,-8,-8,-8,-8,-8,-8,0,0,4,56,2300,1,-8
430,Dembos War,3,235,Portugal,-8,Dembos,1907,-9,-9,1910,-9,-9,-8,-8,-8,-8,-8,-8,-8,1,0,4,100,5000,1,-8
431,Anti-Foreign Revolt,3,220,France,-8,Sheikh Ma Al-Ainie,1907,7,30,1910,-9,-9,-8,-8,-8,-8,-8,-8,-8,1,0,4,150,3000,1,-8
432,Japan-Korean Guerrillas,2,740,Japan,-8,Korea,1907,8,1,1910,8,16,-8,-8,-8,-8,-8,-8,-8,0,0,7,136,17600,1,-8
433,French Conquest of Wadai,3,220,France,-8,Wadai sultanate,1909,5,-9,1911,-9,-9,-8,-8,-8,-8,-8,-8,-8,1,0,4,4000,8000,1,-8
434,French-Berber,2,220,France,-8,Berbers,1912,3,31,1912,9,6,-8,-8,-8,-8,-8,-8,-8,0,0,6,200,3400,1,-8
435,First Sino-Tibetan,2,710,China,-8,Tibet,1912,3,-9,1913,1,-9,-8,-8,-8,-8,-8,-8,-8,0,0,7,2000,-9,2,-8
436,Moroccan Berber,2,220,France,-8,Berbers,1913,3,26,1915,5,16,-8,-8,-8,-8,-8,-8,-8,1,1,6,900,1000,7,-8
436,Moroccan Berber,2,230,Spain,-8,Berbers,1913,6,-9,1914,12,-9,-8,-8,-8,-8,-8,-8,-8,0,1,6,-9,-8,7,-8
437,Moro Rebellion,2,2,United States,-8,Moro,1913,6,11,1913,10,22,-8,-8,-8,-8,-8,-8,-8,1,0,7,50,1500,1,-8
440,Second Sino-Tibetan,3,710,China,-8,Tibet,1918,1,7,1918,8,-9,-8,-8,-8,-8,-8,-8,-8,1,0,7,1000,500,6,-8
441,Caco Revolt,2,2,United States,-8,Caco Rebels,1918,10,17,1920,5,19,-8,-8,-8,-8,-8,-8,-8,0,0,1,98,2004,1,-8
442,Third British-Afghan,3,200,United Kingdom,-8,Afghanistan,1919,5,3,1919,8,8,-8,-8,-8,-8,-8,-8,-8,0,0,7,1136,1000,3,-8
443,First British-Waziristan,3,200,United Kingdom,-8,Waziristan,1919,5,26,1920,3,-9,-8,-8,-8,-8,-8,-8,-8,0,0,7,800,1600,1,-8
444,Franco-Syrian,3,220,France,-8,Syrians,1920,3,-9,1920,8,7,-8,-8,-8,-8,-8,-8,-8,1,0,6,3500,-9,1,-8
445,Iraqi-British,2,200,United Kingdom,-8,Iraq,1920,6,5,1920,10,17,-8,-8,-8,-8,-8,-8,-8,0,0,6,1040,8500,1,-8
446,Conquest of Mongolia,3,365,USSR,-8,-8,1921,5,28,1921,8,22,-8,-8,-8,-8,-8,-8,-8,0,1,7,-9,-8,1,-8
446,Conquest of Mongolia,3,710,China,-8,Baron von Ungern-Sternberg�s White army,1920,10,10,1921,8,22,-8,-8,-8,-8,-8,-8,-8,0,1,7,4000,1000,1,-8
447,Italian-Sanusi,2,325,Italy,-8,Sanusi tribe,1923,3,23,1931,9,12,-8,-8,-8,-8,-8,-8,-8,0,0,6,5000,35000,1,-8
449,Rif Rebellion,2,220,France,-8,-8,1925,4,12,1926,5,27,-8,-8,-8,-8,-8,-8,-8,0,1,6,10000,-8,1,-8
449,Rif Rebellion,2,230,Spain,-8,Riffs,1921,6,1,1926,5,27,-8,-8,-8,-8,-8,-8,-8,1,1,6,50000,10000,1,-8
450,Moplah Rebellion,2,200,United Kingdom,-8,Muslim Moplahs,1921,8,20,1922,2,-9,-8,-8,-8,-8,-8,-8,-8,0,0,7,50,2400,1,-8
451,Franco-Druze,2,220,France,-8,Druze,1925,7,18,1927,5,27,-8,-8,-8,-8,-8,-8,-8,0,0,6,4000,2000,1,-8
452,Yen Bai Uprising,2,220,France,-8,Vietnamese Nationalists,1930,2,9,1931,-9,-9,-8,-8,-8,-8,-8,-8,-8,0,0,7,1,1000,1,-8
453,Saya San's Rebellion,2,200,United Kingdom,-8,Peasant Rebels,1930,12,22,1932,6,-9,-8,-8,-8,-8,-8,-8,-8,0,0,7,140,1000,1,-8
454,British-Palestinian,2,200,United Kingdom,-8,Palestinians,1936,4,20,1936,10,-9,1937,8,-9,1939,1,-9,-8,0,0,6,126,2450,1,-8
455,Second British-Waziristan,3,200,United Kingdom,-8,Pathan tribes,1936,11,25,1938,1,8,-8,-8,-8,-8,-8,-8,-8,0,0,7,200,10000,1,-8
456,Indonesian,2,200,United Kingdom,-8,-8,1945,11,10,1946,10,15,-8,-8,-8,-8,-8,-8,-8,0,1,7,1000,-8,3,-8
456,Indonesian,2,210,Netherlands,-8,Indonesia,1945,11,10,1946,10,15,-8,-8,-8,-8,-8,-8,-8,0,1,7,800,3600,3,-8
457,French-Indochina,2,220,France,-8,Vietminh,1946,11,20,1954,6,1,-8,-8,-8,-8,-8,-8,-8,0,0,7,94500,175000,2,-8
459,Third Franco-Madagascan,2,220,France,-8,Madagascar,1947,3,29,1948,12,1,-8,-8,-8,-8,-8,-8,-8,0,0,4,1000,11200,1,-8
460,Malayan Rebellion,2,200,United Kingdom,-8,Malayan Communists,1948,6,18,1957,8,31,-8,-8,-8,-8,-8,-8,-8,0,0,7,2400,6700,1,-8
461,Indo-Hyderabad,3,750,India,-8,Hyderabad,1948,9,13,1948,9,17,-8,-8,-8,-8,-8,-8,1571,1,0,7,10,1200,1,-8
462,Third Sino-Tibetan,3,710,China,-8,Tibet,1950,5,-9,1950,10,28,-8,-8,-8,-8,-8,-8,-8,1,0,7,10000,3200,1,-8
463,Franco-Tunisian,2,220,France,-8,Tunisia,1952,1,18,1954,7,31,-8,-8,-8,-8,-8,-8,-8,0,0,6,2000,1000,2,-8
464,British-Mau Mau,2,200,United Kingdom,-8,Mau Mau,1952,10,20,1956,10,-9,-8,-8,-8,-8,-8,-8,-8,0,0,4,600,16500,1,-8
465,Moroccan Independence,2,220,France,-8,Morocco,1953,8,20,1956,3,12,-8,-8,-8,-8,-8,-8,-8,0,0,6,2000,1000,2,-8
